----                     	30   	(null)         	(null)    	<factor>                 	no    	<var>
1                        	30   	TK_NUM         	1         	<var>                    	yes   	(null)
----                     	30   	(null)         	(null)    	<arithmeticExpression>   	no    	<term>
----                     	30   	(null)         	(null)    	<term>                   	no    	<termPrime>
----                     	30   	(null)         	(null)    	<assignmentStmt>         	no    	<arithmeticExpression>
----                     	30   	(null)         	(null)    	<arithmeticExpression>   	no    	<expPrime>
----                     	30   	(null)         	(null)    	<stmt>                   	no    	<assignmentStmt>
b5                       	30   	TK_ID          	(null)    	<assignmentStmt>         	yes   	(null)
----                     	26   	(null)         	(null)    	<stmts>                  	no    	<otherStmts>
----                     	31   	(null)         	(null)    	<otherStmts>             	no    	<stmt>
read                     	31   	TK_READ        	(null)    	<ioStmt>                 	yes   	(null)
read                     	31   	TK_READ        	(null)    	<ioStmt>                 	yes   	(null)
----                     	31   	(null)         	(null)    	<ioStmt>                 	no    	<var>
d5cb34567                	31   	TK_ID          	(null)    	<singleOrRecId>          	yes   	(null)
----                     	31   	(null)         	(null)    	<var>                    	no    	<singleOrRecId>
----                     	31   	(null)         	(null)    	<singleOrRecId>          	no    	<SorRecHelper>
read                     	31   	TK_READ        	(null)    	<ioStmt>                 	yes   	(null)
----                     	31   	(null)         	(null)    	<stmt>                   	no    	<ioStmt>
read                     	31   	TK_READ        	(null)    	<ioStmt>                 	yes   	(null)
----                     	30   	(null)         	(null)    	<otherStmts>             	no    	<otherStmts>
----                     	32   	(null)         	(null)    	<otherStmts>             	no    	<stmt>
read                     	32   	TK_READ        	(null)    	<ioStmt>                 	yes   	(null)
read                     	32   	TK_READ        	(null)    	<ioStmt>                 	yes   	(null)
----                     	32   	(null)         	(null)    	<ioStmt>                 	no    	<var>
b3b444                   	32   	TK_ID          	(null)    	<singleOrRecId>          	yes   	(null)
----                     	32   	(null)         	(null)    	<var>                    	no    	<singleOrRecId>
----                     	32   	(null)         	(null)    	<singleOrRecId>          	no    	<SorRecHelper>
read                     	32   	TK_READ        	(null)    	<ioStmt>                 	yes   	(null)
----                     	32   	(null)         	(null)    	<stmt>                   	no    	<ioStmt>
read                     	32   	TK_READ        	(null)    	<ioStmt>                 	yes   	(null)
----                     	31   	(null)         	(null)    	<otherStmts>             	no    	<otherStmts>
----                     	34   	(null)         	(null)    	<otherStmts>             	no    	<stmt>
[                        	34   	TK_SQL         	(null)    	<outputParameters>       	yes   	(null)
c3                       	34   	TK_ID          	(null)    	<idList>                 	yes   	(null)
----                     	34   	(null)         	(null)    	<outputParameters>       	no    	<idList>
----                     	34   	(null)         	(null)    	<idList>                 	no    	<more_ids>
[                        	34   	TK_SQL         	(null)    	<outputParameters>       	yes   	(null)
----                     	34   	(null)         	(null)    	<funCallStmt>            	no    	<outputParameters>
[                        	34   	TK_SQL         	(null)    	<outputParameters>       	yes   	(null)
[                        	34   	TK_SQL         	(null)    	<funCallStmt>            	yes   	(null)
[                        	34   	TK_SQL         	(null)    	<funCallStmt>            	yes   	(null)
[                        	34   	TK_SQL         	(null)    	<funCallStmt>            	yes   	(null)
[                        	34   	TK_SQL         	(null)    	<funCallStmt>            	yes   	(null)
[                        	34   	TK_SQL         	(null)    	<inputParameters>        	yes   	(null)
b5                       	34   	TK_ID          	(null)    	<idList>                 	yes   	(null)
----                     	34   	(null)         	(null)    	<inputParameters>        	no    	<idList>
,                        	34   	TK_COMMA       	(null)    	<more_ids>               	yes   	(null)
----                     	34   	(null)         	(null)    	<idList>                 	no    	<more_ids>
d5cb34567                	34   	TK_ID          	(null)    	<idList>                 	yes   	(null)
----                     	34   	(null)         	(null)    	<more_ids>               	no    	<idList>
,                        	34   	TK_COMMA       	(null)    	<more_ids>               	yes   	(null)
----                     	34   	(null)         	(null)    	<idList>                 	no    	<more_ids>
b3b444                   	34   	TK_ID          	(null)    	<idList>                 	yes   	(null)
----                     	34   	(null)         	(null)    	<more_ids>               	no    	<idList>
----                     	34   	(null)         	(null)    	<idList>                 	no    	<more_ids>
----                     	34   	(null)         	(null)    	<funCallStmt>            	no    	<inputParameters>
[                        	34   	TK_SQL         	(null)    	<inputParameters>        	yes   	(null)
----                     	34   	(null)         	(null)    	<stmt>                   	no    	<funCallStmt>
[                        	34   	TK_SQL         	(null)    	<funCallStmt>            	yes   	(null)
----                     	32   	(null)         	(null)    	<otherStmts>             	no    	<otherStmts>
----                     	35   	(null)         	(null)    	<otherStmts>             	no    	<stmt>
write                    	35   	TK_WRITE       	(null)    	<ioStmt>                 	yes   	(null)
write                    	35   	TK_WRITE       	(null)    	<ioStmt>                 	yes   	(null)
----                     	35   	(null)         	(null)    	<ioStmt>                 	no    	<var>
c3                       	35   	TK_ID          	(null)    	<singleOrRecId>          	yes   	(null)
----                     	35   	(null)         	(null)    	<var>                    	no    	<singleOrRecId>
----                     	35   	(null)         	(null)    	<singleOrRecId>          	no    	<SorRecHelper>
write                    	35   	TK_WRITE       	(null)    	<ioStmt>                 	yes   	(null)
----                     	35   	(null)         	(null)    	<stmt>                   	no    	<ioStmt>
write                    	35   	TK_WRITE       	(null)    	<ioStmt>                 	yes   	(null)
----                     	34   	(null)         	(null)    	<otherStmts>             	no    	<otherStmts>
----                     	35   	(null)         	(null)    	<otherStmts>             	no    	<otherStmts>
----                     	25   	(null)         	(null)    	<mainFunction>           	no    	<stmts>
return                   	36   	TK_RETURN      	(null)    	<returnStmt>             	yes   	(null)
----                     	36   	(null)         	(null)    	<returnStmt>             	no    	<optionalReturn>
----                     	26   	(null)         	(null)    	<stmts>                  	no    	<returnStmt>
return                   	36   	TK_RETURN      	(null)    	<returnStmt>             	yes   	(null)
----                     	6    	(null)         	(null)    	<program>                	no    	<mainFunction>
_main                    	25   	TK_MAIN        	(null)    	<mainFunction>           	yes   	(null)
